temperature,humidity,ph,rainfall,crop,yields,area,state,pressure,cost of_production 
21.44653958,84.94375962,5.824709117,272.2017204,rice,48200,58400,ARIYALUR,1005.1,732.62
22.17931888,80.33127223,6.357389366,200.0882787,rice,2200,1300,ARIYALUR,1003.2,715.04
24.52783742,82.73685569,6.364134968,224.6757231,rice,1300,2400,ARIYALUR,1013.1,731.25
20.26707606,81.63895217,5.01450727,270.4417274,rice,100,300,ARIYALUR,1014.8,669.86
25.7354293,83.88266234,6.149410611,233.1321372,rice,200,400,ARIYALUR,1010.3,789.9
26.79533926,82.1480873,5.950660556,193.3473987,rice,300,700,ARIYALUR,1009.2,1279.6
26.75754171,81.17734011,5.960370061,272.2999056,rice,72600,52200,ARIYALUR,1006.7,1341.29
23.86330467,83.15250801,5.561398642,285.2493645,rice,5900,9900,ARIYALUR,1002.7,1595.56
21.01944696,82.95221726,7.416245107,298.4018471,rice,200,400,ARIYALUR,1010.9,1610.4
24.17298839,83.7287574,5.583370042,257.0343554,rice,900,1300,ARIYALUR,1013.7,1251.12
22.78133816,82.06719137,6.430010215,248.7183228,rice,6500,12300,ARIYALUR,1008.1,93.64
25.62980105,83.52842314,5.534878156,209.9001977,rice,2000,2500,ARIYALUR,1006.8,86.53
25.59704938,80.14509262,6.903985986,200.834898,rice,6300,6300,ARIYALUR,1012.1,119.72
23.83067496,84.81360127,6.271478838,298.5601175,rice,138900,91600,ARIYALUR,1010.9,107.56
26.31355498,82.36698992,7.224285503,265.5355937,rice,22600,11100,ARIYALUR,1006.9,85.79
24.8972823,80.52586088,6.13428721,183.6793207,rice,600,400,ARIYALUR,1009.2,810.25
24.958779,84.47963372,5.206373153,196.9560008,rice,8000,100,ARIYALUR,1012.7,681.58
23.24113501,84.59201843,7.782051313,233.0453455,rice,78900,45800,ARIYALUR,1017.4,682.58
21.66628296,80.70960551,7.062779015,210.8142087,rice,6700,200,ARIYALUR,1016.2,683.58
24.63544858,80.41363018,7.730367824,253.7202781,rice,72300,3100,ARIYALUR,1010.6,1942.55
23.43121862,83.06310136,5.286203711,219.9048349,rice,12200,20300,ARIYALUR,1004.8,2173.46
20.0454142,80.3477562,6.766240045,208.5810155,rice,41000,600,ARIYALUR,1005.9,1899.3
23.85724032,82.22572988,7.382762603,195.0948311,rice,900,500,ARIYALUR,997.8,3671.54
21.97199397,81.89918197,5.658169482,227.3637009,rice,3500,4400,ARIYALUR,1003.9,2776.8
26.22916897,83.83625819,5.543360238,286.5083725,rice,35100,36600,ARIYALUR,1007.6,2540.47
23.44676801,84.79352417,6.215109715,283.9338466,rice,58700,31500,ARIYALUR,1014.6,2004.76
25.65553461,83.47021081,7.120272972,217.3788583,rice,182700,151100,ARIYALUR,1014.6,2510.99
24.44345477,82.45432595,5.950647577,267.9761948,rice,400,1200,ARIYALUR,1014.1,2180.26
20.2801937,82.1235421,7.236705436,191.9535738,rice,86900,64200,ARIYALUR,1011.6,2128.35
21.7238313,80.2389895,6.501697816,277.9626192,rice,3100,2400,ARIYALUR,1011.8,1692.66
20.41447029,82.20802629,7.592490617,245.1511304,rice,1300,2400,ARIYALUR,1010.2,1552.94
25.75528612,83.51827127,5.875345751,245.6626799,rice,100,800,ARIYALUR,1010.5,1883.68
20.61521424,83.77345559,6.932400225,279.5451717,rice,100,400,ARIYALUR,1008.7,1942.55
21.84106875,80.72886384,6.946209881,202.3838319,rice,400,200,ARIYALUR,1007.4,2173.46
20.08369642,83.29114712,5.739175027,263.6372176,rice,78900,75100,ARIYALUR,1005.7,1899.3
24.45802087,82.74835604,6.738652179,182.5616319,rice,3800,8000,ARIYALUR,1004.7,3671.54
21.14347496,80.33502926,5.594819626,198.6730942,rice,100,400,ARIYALUR,1002.6,2776.8
25.78720567,82.11124033,6.946636369,243.5120414,rice,300,1400,ARIYALUR,1005,2540.47
23.64124821,80.28597873,5.012139669,263.1103304,rice,4500,11700,ARIYALUR,1003.8,2004.76
23.43191632,80.56887849,6.363472208,269.5039162,rice,2500,2800,ARIYALUR,1006.5,2510.99
24.97669518,83.891805,6.880431223,204.8001847,rice,7700,8100,ARIYALUR,1007.8,2180.26
22.72791041,82.1706881,7.300410836,260.8875056,rice,114800,84000,ARIYALUR,1008.5,2128.35
24.87300744,82.84022551,6.587918708,295.6094492,rice,23400,11000,ARIYALUR,1011.1,1692.66
21.32376327,83.00320459,7.283736617,192.3197536,rice,700,400,ARIYALUR,1017.3,1552.94
26.29465461,84.56919326,7.023936392,257.4914906,rice,8800,100,ARIYALUR,1019.7,1883.68
22.2286982,81.85872947,6.939083505,278.0791793,rice,200,200,ARIYALUR,1016.4,2278.68
26.73072391,81.78596776,7.868474653,280.4044392,rice,55500,2500,ARIYALUR,1012.8,1560.04
24.88921174,81.97927117,5.005306977,185.9461429,rice,39000,600,ARIYALUR,1013.8,3485.01
26.88444878,81.46033732,6.136131869,194.5766559,rice,1500,800,ARIYALUR,1013.5,2555.91
22.67846116,83.72874389,7.524080076,200.9133156,rice,1500,4600,ARIYALUR,1007.5,2359
26.08867875,80.37979919,5.706943251,182.9043504,rice,28400,36300,ARIYALUR,1004.5,1919.92
25.42977518,82.94682591,5.758506323,195.3574542,rice,31400,30200,ARIYALUR,1010.8,3208.35
26.40323239,81.05635517,6.349606327,223.3671883,rice,92800,168000,ARIYALUR,1010.4,405.43
26.04371967,84.96907151,5.999969026,186.7536773,rice,200,700,ARIYALUR,1012.4,582.69
25.2827223,80.54372813,5.453592032,220.1156708,rice,6100,9600,ARIYALUR,1009.2,659.77
22.08576562,83.47038318,6.372576327,231.7364957,rice,400,500,ARIYALUR,1012.7,1388.36
23.28617173,81.43321641,5.105588355,242.3170629,rice,1200,2300,ARIYALUR,1013.4,841.58
25.48591986,81.40633547,5.935344406,182.6549356,rice,100,900,ARIYALUR,1015,2615.14
23.67575393,81.03569343,5.17782304,233.7034975,rice,100,400,ARIYALUR,1012.6,2069.67
20.82477109,84.1341879,6.462391607,230.2242223,rice,37500,84100,ARIYALUR,1004.6,5778.48
26.92995077,81.91411159,7.069172227,290.6793783,rice,1000,6400,ARIYALUR,1008.7,2229.97
23.83509503,83.88387074,7.473134377,241.2013513,rice,200,800,ARIYALUR,1011.6,2262.24
26.52872817,80.12267476,6.158376967,218.9163567,rice,400,2000,ARIYALUR,1009,733.62
26.46428311,83.85642678,7.549873681,248.2256491,rice,100,300,ARIYALUR,1013.1,716.04
22.69657794,82.81088865,6.028321558,256.9964761,rice,1300,1100,ARIYALUR,1011.8,732.25
22.68319059,83.46358271,6.604993475,194.2651719,rice,78500,48700,ARIYALUR,1012,670.86
21.53346343,82.14004101,6.500343222,295.9248796,rice,20600,9100,ARIYALUR,1012.4,790.9
21.40865769,83.3293191,5.935745417,287.5766935,rice,200,100,ARIYALUR,1014.7,1280.6
26.54348085,84.67353597,7.072655622,183.6222657,rice,8000,200,ARIYALUR,1015.9,1342.29
23.35905428,83.59512273,5.333322606,188.413665,rice,700,3300,ARIYALUR,1016.2,1596.56
22.61359953,63.69070564,5.749914421,87.75953857,maize,41200,2000,ARIYALUR,1018,1611.4
26.10018422,71.57476937,6.931756558,102.2662445,maize,59000,800,ARIYALUR,1018.9,1252.12
23.55882094,71.59351368,6.657964753,66.71995467,maize,1700,1000,ARIYALUR,1014.7,94.64
19.97215954,57.68272924,6.596060648,60.65171481,maize,1800,2800,ARIYALUR,1008,87.53
18.47891261,62.69503871,5.970458434,65.43835393,maize,37800,33500,ARIYALUR,1012,120.72
21.77689322,57.80840636,6.158830619,102.0861694,maize,16800,14900,ARIYALUR,1011.6,108.56
25.6217169,66.50415474,6.047906679,105.4654703,maize,104500,182600,ARIYALUR,1013.2,86.79
25.19192419,66.6902901,5.913664501,78.06639649,maize,1800,1300,ARIYALUR,1013.9,811.25
20.41683147,62.5542482,5.855442401,65.27798457,maize,3100,1500,ARIYALUR,1013.6,682.58
24.92162194,66.78627406,5.750254943,109.2162279,maize,1200,2500,ARIYALUR,1013.6,683.58
23.31689124,73.4541537,5.852607099,94.29712821,maize,300,800,ARIYALUR,1013.1,684.58
24.84016732,68.3584573,6.472523287,74.05474936,maize,400,800,ARIYALUR,1012.7,1943.55
22.27526694,58.84015925,6.967057762,63.87020584,maize,144300,82000,ARIYALUR,1011.8,2174.46
18.87751445,65.76816093,6.082973754,94.76189431,maize,2300,4100,ARIYALUR,1014.4,1900.3
25.19008683,60.2001687,5.919045532,72.12375573,maize,500,800,ARIYALUR,1019.2,3672.54
18.25405352,55.28220433,6.204747653,63.72358154,maize,4200,12700,ARIYALUR,1017.2,2777.8
24.6129118,70.4162444,6.600827017,104.1626147,maize,100,100,ARIYALUR,1020.7,2541.47
25.1420613,65.26185135,6.021902237,76.68456006,maize,1900,2000,ARIYALUR,1020.6,2005.76
23.09348056,60.1159381,6.033550195,65.49730729,maize,103500,81000,ARIYALUR,1019.1,2511.99
18.05033737,62.89366992,6.28886807,84.23613484,maize,16600,7900,ARIYALUR,1019.5,2181.26
24.9321581,73.80435276,6.550563823,79.74078719,maize,100,100,ARIYALUR,1019.5,2129.35
18.14710054,71.09445342,5.573286437,88.07753741,maize,100,100,ARIYALUR,1019.4,1693.66
18.28362235,66.65952796,6.829199275,80.97573281,maize,1500,3500,ARIYALUR,1018.4,1553.94
18.83344471,58.75082029,5.716222912,79.7532896,maize,3900,100,ARIYALUR,1012.9,1884.68
25.71895816,67.22190688,5.54990242,74.51490791,maize,45700,2100,ARIYALUR,1019.3,1943.55
25.33797709,68.49835977,6.586244581,96.46380213,maize,38000,500,ARIYALUR,1016.5,2174.46
23.89114571,57.48775781,5.893093135,102.8301942,maize,1800,1000,ARIYALUR,1019.6,1900.3
21.53574127,71.50905983,5.918263801,102.4852929,maize,1900,3100,ARIYALUR,1023.5,3672.54
23.08974909,63.10459626,5.588650585,70.43473609,maize,39100,38200,ARIYALUR,1023.4,2777.8
25.61707368,63.4711755,6.576418207,108.8303762,maize,8900,10400,ARIYALUR,1019.6,2541.47
21.44526922,63.1621551,6.178056304,65.88951188,maize,113400,164300,COIMBATORE,1017.7,2005.76
18.51816776,55.53128131,6.641906353,90.988051,maize,1100,2100,COIMBATORE,1020.3,2511.99
22.53510514,67.99257471,6.489040367,64.40866039,maize,4600,2700,COIMBATORE,1020.8,2181.26
23.02038334,61.89472002,5.680361038,63.03843397,maize,600,2100,COIMBATORE,1018.7,2129.35
24.89364635,65.61418761,6.625404348,87.9298085,maize,500,700,COIMBATORE,1011.6,1693.66
25.77175115,74.089114,6.524478032,107.4931917,maize,3500,4600,COIMBATORE,1009.8,1553.94
19.39851734,62.35750641,5.696205468,60.95197486,maize,39300,47500,COIMBATORE,1012.8,1884.68
21.54156232,59.64024162,6.803931519,109.7515385,maize,4600,10400,COIMBATORE,1016.8,2279.68
23.79746068,74.82913698,6.252797548,91.76337172,maize,500,1400,COIMBATORE,1019.3,1561.04
18.9802729,74.52600826,6.092725883,94.26249353,maize,4100,12100,COIMBATORE,1019.6,3486.01
24.10859207,73.13112261,6.234330356,71.07562236,maize,100,200,COIMBATORE,1020,2556.91
24.7947077,70.04556743,5.722579819,76.72860067,maize,2100,2100,COIMBATORE,1020.9,2360
21.63162756,60.27766379,6.430616465,69.21803098,maize,0,100,COIMBATORE,1021.6,1920.92
25.37548751,57.21025565,5.983952675,101.7004306,maize,107400,79500,COIMBATORE,1015.7,3209.35
22.21738222,72.85462807,6.80163854,106.6213157,maize,4400,2700,COIMBATORE,1002.4,406.43
20.58314011,69.00128641,6.499936446,66.29390357,maize,200,100,COIMBATORE,1000.9,583.69
24.87502824,68.74248334,6.265564338,91.26056654,maize,800,2600,COIMBATORE,1003.3,660.77
20.03728219,56.35606753,6.727303282,109.024141,maize,2700,100,COIMBATORE,1013.5,1389.36
25.95263264,61.89082199,6.325235159,99.57981207,maize,20500,900,COIMBATORE,1018.3,842.58
19.28889933,65.47050802,6.807487794,71.3195307,maize,32000,500,COIMBATORE,1020.9,2616.14
20.57981887,65.34583901,6.671085817,78.34604471,maize,1800,1000,COIMBATORE,1021.5,2070.67
24.71417533,56.73426469,6.648725327,88.45361858,maize,2300,2600,COIMBATORE,1023.2,5779.48
20.27317074,63.91281869,6.439071996,62.50351892,maize,31200,29300,COIMBATORE,1024,2230.97
18.41932981,64.23580251,6.474476516,76.41312437,maize,7700,5700,COIMBATORE,1025.9,2263.24
23.39128187,61.74427165,5.871647806,107.3198135,maize,246300,168000,COIMBATORE,1027.3,734.62
19.84939404,61.24500053,5.730617109,100.7689246,maize,300,100,COIMBATORE,1028.1,717.04
21.869274,61.91044947,5.850439831,107.2681929,maize,1200,700,COIMBATORE,1024.6,733.25
22.8056033,56.50768935,5.791649933,101.5952794,maize,1400,2300,COIMBATORE,1023.6,671.86
19.0781471,69.02298571,6.740000688,80.72515943,maize,400,800,COIMBATORE,1025.8,791.9
22.02720976,65.35549924,6.272417541,83.73280082,maize,1400,2300,COIMBATORE,1021.8,1281.6
23.80546189,59.24537979,5.715208817,89.9622014,maize,197600,83200,COIMBATORE,1022.3,1343.29
18.52510753,69.0276233,5.773454729,88.10234397,maize,8000,15300,COIMBATORE,1022.2,1597.56
23.50297882,61.32026065,5.584171461,64.77791424,maize,500,700,COIMBATORE,1018.5,1612.4
26.54986394,72.89187265,5.787268394,73.33636055,maize,7200,17900,COIMBATORE,1015.7,1253.12
19.29563411,69.63481219,5.77597783,83.21030571,maize,3400,2500,COIMBATORE,1013.1,95.64
20.68899915,59.4375337,6.864793607,103.651438,maize,182600,111400,COIMBATORE,1011,88.53
19.32666088,68.034493,6.192360003,84.22969177,maize,4900,2000,COIMBATORE,1013.4,121.72
24.60532218,73.58868502,6.636803223,96.59195302,maize,100,100,COIMBATORE,1019.3,109.56
22.27373646,59.52193158,5.826426917,67.96704792,maize,300,400,COIMBATORE,1021.2,87.79
25.70196694,61.33450447,6.960358276,83.20711308,maize,22000,300,COIMBATORE,1019.9,812.25
19.20129357,68.30578978,6.11275104,87.85092352,maize,1800,1000,COIMBATORE,1020.5,683.58
21.70181447,60.47470519,6.708446922,95.71388473,maize,1200,1200,COIMBATORE,1022.3,684.58
20.51716779,59.21235483,5.561510732,67.61013737,maize,15700,13200,COIMBATORE,1021.4,685.58
23.30355338,73.62548442,5.873242491,97.59081274,maize,14100,9100,COIMBATORE,1019.4,1944.55
24.2547451,55.64709899,6.995843776,64.23845455,maize,332700,189500,COIMBATORE,1022.1,2175.46
24.86374934,65.7420046,5.714799723,75.82270467,maize,100,100,COIMBATORE,1019.7,1901.3
22.6265115,65.77472881,6.78073637,88.17251033,maize,1300,1400,COIMBATORE,1019.2,3673.54
18.04185513,60.61494304,5.513697923,104.2321615,maize,500,1100,COIMBATORE,1019.3,2778.8
23.26237612,72.33125523,5.798423908,67.10225139,maize,500,800,COIMBATORE,1021.6,2542.47
22.88330922,71.59722446,6.352471866,67.72777298,maize,176000,78900,COIMBATORE,1024,2006.76
25.97482359,69.36385721,6.822586546,103.2234212,maize,2700,14300,COIMBATORE,1028.5,2512.99
26.14384005,66.20569924,6.655426355,107.2361366,maize,200,300,COIMBATORE,1029.9,2182.26
18.66116213,61.55327249,6.121294041,75.03247667,maize,10800,19200,COIMBATORE,1029.2,2130.35
25.10787449,55.97732754,5.790770203,78.16077693,maize,4200,2800,COIMBATORE,1026.2,1694.66
23.33844615,59.24580604,6.47444292,105.0083144,maize,218000,124300,COIMBATORE,1020.4,1554.94
25.08239719,65.92195844,6.455116637,62.49190812,maize,3800,1500,COIMBATORE,1017.5,1885.68
25.36768364,72.52054555,6.606984086,107.9124111,maize,200,100,COIMBATORE,1015.1,1944.55
25.34217103,63.31801994,6.330554389,74.52082026,maize,300,400,COIMBATORE,1011.1,2175.46
25.00933355,67.816568,6.528631266,62.91359494,maize,5000,100,COIMBATORE,1006.3,1901.3
18.66746724,71.516474,5.721667141,69.93293255,maize,1600,1000,COIMBATORE,1008.7,3673.54
20.37999665,63.73849998,6.644205485,108.5054416,maize,1900,2000,COIMBATORE,1008.3,2778.8
18.09300227,72.61024172,6.376651091,78.96159541,maize,15100,19300,COIMBATORE,1018.4,2542.47
26.16985907,71.96246617,6.247040422,79.84925393,maize,21500,14500,COIMBATORE,1023,2006.76
18.65396672,61.37879671,6.656730008,93.62039175,maize,266100,170300,COIMBATORE,1022.2,2512.99
26.07470121,59.37147589,6.2048017,85.75692395,maize,200,100,COIMBATORE,1013,2182.26
18.92851916,72.80086137,6.158860284,82.34162918,maize,900,800,COIMBATORE,1009.3,2130.35
23.30546753,63.24648023,6.385684214,108.7603001,maize,300,200,COIMBATORE,1012.8,1694.66
18.74826712,62.49878458,6.417820493,70.23401597,maize,2700,4500,COIMBATORE,1022.2,1554.94
19.74213321,59.66263104,6.381201909,65.50861389,maize,300,500,COIMBATORE,1027.7,1885.68
25.73044432,70.74739256,6.877869005,98.73771338,maize,4500,6800,COIMBATORE,1028.6,2280.68
17.02498456,16.98861173,7.485996067,88.55123143,chickpea,235500,94800,COIMBATORE,1027.1,1562.04
19.02061277,17.13159126,6.920251378,79.92698081,chickpea,2800,10800,COIMBATORE,1020.6,3487.01
17.88776475,15.40589717,5.996932037,68.54932919,chickpea,300,400,COIMBATORE,1018.6,2557.91
18.86805647,15.65809214,6.391173589,88.51048983,chickpea,6300,9500,COIMBATORE,1018.6,2361
18.36952567,19.56381041,7.152811172,79.26357665,chickpea,3100,3200,COIMBATORE,1016.4,1921.92
20.45078582,15.40312102,5.988992796,92.68373702,chickpea,3400,2900,COIMBATORE,1012.7,3210.35
20.6543203,16.60820843,6.231049028,74.6631118,chickpea,191900,108000,COIMBATORE,1012.7,407.43
17.3348681,18.74926979,7.550808267,82.61734721,chickpea,7700,2900,COIMBATORE,1008.1,584.69
18.17912258,18.90426935,7.010570541,81.84997529,chickpea,2900,1000,COIMBATORE,1005.5,661.77
18.01272266,18.30968112,8.753795334,81.98568791,chickpea,400,500,COIMBATORE,1006.6,1390.36
20.99373558,19.33470387,8.718192847,93.55280105,chickpea,100,200,COIMBATORE,1009.4,843.58
19.46233971,15.22538951,7.976607593,74.58565097,chickpea,9000,100,COIMBATORE,1001,2617.14
19.81344531,14.69765308,6.515499549,78.96514709,chickpea,1000,700,COIMBATORE,1005.2,2071.67
18.97424756,19.5161216,8.490127142,80.7108745,chickpea,1300,1500,COIMBATORE,1006.8,5780.48
18.19737048,14.71070537,6.576415562,70.18185181,chickpea,16300,23500,COIMBATORE,1009.6,2231.97
18.72963144,19.18197264,6.481783043,71.58010169,chickpea,21300,12800,COIMBATORE,1014.9,2264.24
20.99502153,19.8601304,7.966605025,73.50734019,chickpea,221100,174800,COIMBATORE,1019,735.62
20.28155898,16.39535215,8.140825437,82.52339655,chickpea,200,200,COIMBATORE,1020.4,718.04
17.48042641,15.7559405,7.228963452,66.96980581,chickpea,600,1800,COIMBATORE,1024.6,734.25
20.88818675,14.32313811,6.492546046,90.46228334,chickpea,100,500,COIMBATORE,1028.1,672.86
17.08498521,16.14565756,7.528599957,71.31007253,chickpea,2300,3700,COIMBATORE,1028.6,792.9
20.09340593,15.11279612,7.701446446,85.74904898,chickpea,178800,97300,COIMBATORE,1023.8,1282.6
17.57212145,14.99927489,8.519975748,89.31050665,chickpea,2100,8400,COIMBATORE,1015.6,1344.29
19.12065218,18.43475844,6.620900869,85.52950164,chickpea,100,200,COIMBATORE,1007.7,1598.56
18.57665902,19.22008229,8.104396058,72.94940441,chickpea,20200,28800,COIMBATORE,1005.5,1613.4
17.16606398,14.42457525,6.204090835,72.32667516,chickpea,1100,1300,COIMBATORE,1005.8,1254.12
18.2872007,16.67921616,6.051091339,74.87445574,chickpea,200,200,COIMBATORE,1009.9,96.64
19.03025305,18.66725565,7.690962338,94.70992037,chickpea,1800,1900,COIMBATORE,1014.5,89.53
17.1418614,17.0662427,7.829211144,83.74606679,chickpea,228900,132400,COIMBATORE,1020.6,122.72
17.47809436,17.93253975,6.761599706,78.92060234,chickpea,2800,1100,COIMBATORE,1019.5,110.56
20.56601874,14.25803981,6.654425315,83.75937135,chickpea,200,100,COIMBATORE,1019.8,88.79
17.22385224,15.82069268,6.129533877,76.57580954,chickpea,8100,2800,COIMBATORE,1018.4,813.25
19.69141713,19.44225438,8.829273328,91.76071648,chickpea,1300,100,COIMBATORE,1013.4,684.58
17.84851658,19.09172907,8.621662982,76.32470713,chickpea,200,200,COIMBATORE,1006.2,685.58
18.8202251,16.1074793,8.204862075,89.73119396,chickpea,400,1000,COIMBATORE,1018.4,686.58
17.47500984,16.54314829,6.18042747,93.35034262,chickpea,2000,1800,COIMBATORE,1025.4,1945.55
18.72649425,17.58406365,7.978996755,81.20176515,chickpea,19100,21200,COIMBATORE,1022.7,2176.46
18.65580107,16.17772668,7.863113671,81.70769297,chickpea,17500,11300,COIMBATORE,1013.7,1902.3
18.2356751,19.68538502,6.967843048,83.74879344,chickpea,256900,185200,COIMBATORE,1019.9,3674.54
18.81198127,15.21618225,6.206582193,77.5429424,chickpea,200,100,COIMBATORE,1023.1,2779.8
18.65054116,17.80852431,8.868741443,77.92798682,chickpea,6600,5000,COIMBATORE,1025.4,2543.47
20.36720401,16.89574311,8.766128654,82.2545577,chickpea,1000,1800,COIMBATORE,1022.7,2007.76
18.38120357,16.63805158,8.736337905,70.52056697,chickpea,800,1400,COIMBATORE,1021.5,2513.99
17.17012591,17.30457712,8.081095263,72.78624223,chickpea,200,300,COIMBATORE,1025.3,2183.26
19.37101121,15.77458129,6.138243973,85.24819851,chickpea,900,1400,COIMBATORE,1024.8,2131.35
17.92845928,14.27327988,7.496645259,85.37378769,chickpea,214100,105200,COIMBATORE,1022.9,1695.66
19.45339934,18.23490739,8.380185271,75.6317566,chickpea,2100,7700,COIMBATORE,1018.9,1555.94
19.12829388,14.92241479,6.289614016,89.61857826,chickpea,800,1200,COIMBATORE,1020.2,1886.68
19.1034283,17.26184541,6.586777189,75.49101167,chickpea,14800,26400,COIMBATORE,1016.7,1945.55
17.48504075,16.96070581,6.89655198,86.05078037,chickpea,1700,1200,COIMBATORE,1015.6,2176.46
19.40751744,18.98030507,7.806747656,80.25064637,chickpea,2000,1500,COIMBATORE,1023,1902.3
20.18649426,19.63719995,7.150681303,78.26039559,chickpea,275600,150200,COIMBATORE,1018.5,3674.54
17.30287885,15.15405941,6.64919573,75.57790384,chickpea,3000,1200,COIMBATORE,1014.7,2779.8
17.50361137,15.48083156,7.778591618,72.9446671,chickpea,200,100,COIMBATORE,1008.6,2543.47
18.17234999,14.70085967,6.358740355,90.7760707,chickpea,8600,2800,COIMBATORE,1010,2007.76
17.57445618,16.71826572,8.255450758,77.81891424,chickpea,4000,100,COIMBATORE,1015.3,2513.99
20.93175255,18.91295403,6.456148474,78.06910795,chickpea,500,500,COIMBATORE,1019.1,2183.26
19.71098332,17.63879418,6.613072145,85.57925437,chickpea,100,100,COIMBATORE,1016.8,2131.35
19.07937684,17.86754927,8.165359297,69.40619137,chickpea,19100,600,COIMBATORE,1006.4,1695.66
18.54988627,16.02542689,7.64867466,76.32565249,chickpea,33500,1400,COIMBATORE,1019.7,1555.94
18.19903647,17.41333199,6.545888558,80.6405403,chickpea,5000,100,COIMBATORE,1027.2,1886.68
18.88852533,14.99451145,7.104224797,80.1113384,chickpea,1400,1400,COIMBATORE,1022.5,2281.68
18.49311205,14.72115044,7.358099622,91.94595352,chickpea,20700,15000,COIMBATORE,1014.3,1563.04
19.48974337,17.17260319,6.4740245,87.51312796,chickpea,28500,15900,COIMBATORE,1001.7,3488.01
17.25769499,18.74943955,7.840339389,94.00287214,chickpea,268200,193900,COIMBATORE,1009.6,2558.91
19.62416326,18.71483156,7.064790365,88.4585692,chickpea,300,200,COIMBATORE,1007.1,2362
20.67526473,19.85388984,7.599033472,84.78344008,chickpea,16200,12800,COIMBATORE,1001,1922.92
20.02381489,16.63294455,6.715587232,68.97806542,chickpea,1000,2300,COIMBATORE,1008.2,3211.35
20.1187446,14.44228303,6.81712422,88.68168643,chickpea,500,2100,COIMBATORE,1014.4,408.43
20.65691793,15.84572566,7.985417393,65.23811143,chickpea,3900,5900,COIMBATORE,1014.6,585.69
19.2582557,14.2804191,7.545258424,65.78042032,chickpea,175500,96100,COIMBATORE,1013.3,662.77
17.927806,15.85622899,7.728998197,74.63872762,chickpea,2400,7100,COIMBATORE,996.9,1391.36
19.16288268,15.83500655,7.354973451,82.69766829,chickpea,900,600,COIMBATORE,1015.2,844.58
20.26942271,19.96978871,7.313122235,69.64449182,chickpea,700,1300,COIMBATORE,1016.8,2618.14
17.09104223,18.25142068,7.785039076,87.27444866,chickpea,11600,19600,COIMBATORE,1021.7,2072.67
17.06579293,17.54024066,6.307004923,70.87150577,chickpea,1800,1600,COIMBATORE,1020.2,5781.48
